Assembly Accession	Assembly Name	Annotation Name	Annotation Release Date	Organism Name
GCA_018237985.1	SRR10158560			Abisara bifasciata
GCA_905340225.1	ilAbrTrip1.1			Abrostola tripartita
GCA_946251915.1	ilAbrTril1.1			Abrostola triplasia
GCA_030710515.1	AcBM8_1.0			Abscondita cerata
GCA_034766995.1	ASM3476699v1			Acanthacorydalis orientalis
GCA_031841125.1	ASM3184112v1			Acanthococcus lagerstroemiae
GCA_963669975.1	AobtHiC_assembly	Annotation submitted by Evolutionary Biology Centre	2023-12-04	Acanthoscelides obtectus
GCA_930367205.1	ihAcaHaem1.1			Acanthosoma haemorrhoidale
GCA_943193645.1	ilAceEphe1.1			Acentria ephemerella
GCA_031308135.1	ado_dt_MfTpo_fix			Acheta domesticus
GCA_947623365.1	ilAchFlav2.1			Achlya flavicornis
GCF_030625045.1	CSIRO_AGI_Agris_v1	GCF_030625045.1-RS_2023_08	2023-08-24	Achroia grisella
GCA_948252455.1	ilAclCris2.1			Acleris cristana
GCA_927399475.2	ilAclEmar1.2			Acleris emargana
GCA_949316455.1	ilAclHolm1.1			Acleris holmiana
GCA_963966035.1	ilAclLate2.1			Acleris laterana
GCA_946894065.1	ilAclLite1.1			Acleris literana
GCA_923062465.1	ilAclSpar1.1			Acleris sparsana
GCA_035041075.1	ASM3504107v1			Acraspis erinacei
GCA_963555685.1	ilAcrCons1.1			Acrobasis consociella
GCA_963576875.1	ilAcrRepa1.1			Acrobasis repandana
GCA_943193695.1	ilAcrSuav1.1			Acrobasis suavella
GCA_947359355.1	idAcrOrbc1.1			Acrocera orbiculus
GCA_017607545.1	ASM1760754v1	Annotation submitted by BGI	2021-03-29	Acromyrmex charruanus
GCF_000204515.1	Aech_3.9	NCBI Acromyrmex echinatior Annotation Release 100	2015-01-08	Acromyrmex echinatior
GCA_017607565.1	ASM1760756v1	Annotation submitted by BGI	2021-03-29	Acromyrmex heyeri
GCA_017607455.1	ASM1760745v1	Annotation submitted by BGI	2021-03-29	Acromyrmex insinuator
GCA_910591435.1	ilAcrAcer1.1			Acronicta aceris
GCA_964056405.1	ilAcrAlni1.hap1.1			Acronicta alni
GCA_947256265.1	ilAcrLepo1.1			Acronicta leporina
GCA_946251955.1	ilAcrPsix1.1			Acronicta psi
GCA_039707435.1	ASM3970743v1			Actias luna
GCF_005508785.2	pea_aphid_22Mar2018_4r6ur_v2	NCBI Acyrthosiphon pisum Annotation Release 103	2021-05-24	Acyrthosiphon pisum
GCA_910592335.1	icAdaBipu1.1			Adalia bipunctata
GCA_951802165.1	icAdaDece3.1			Adalia decempunctata
GCA_009867175.2	ASM986717v2			Adela reaumurella
GCF_023614345.1	UGA_ACOO_1.1	NCBI Adelges cooleyi Annotation Release 100	2022-09-07	Adelges cooleyi
GCA_018812205.1	ASM1881220v1			Adelognathus sp. PSUC_FEM 10030001
GCA_030762985.1	ASM3076298v1			Adelphocoris suturalis
GCA_030264715.1	Caltech_Adi_1.0			Adinopsis sp. GC000173
GCA_005406045.1	Ah_1.0			Adoxophyes honmai
GCA_009867245.2	ASM986724v2			Adranes taylori
GCF_002204515.2	AaegL5.0	NCBI Aedes aegypti Annotation Release 101	2017-07-12	Aedes aegypti
GCF_035046485.1	AalbF5	GCF_035046485.1-RS_2024_01	2024-01-31	Aedes albopictus
GCA_034211315.2	Ajap1v2			Aedes japonicus
GCA_024533555.2	Akor_1.1			Aedes koreicus
GCA_911387785.2	ihAelAcum1.2			Aelia acuminata
GCA_010014765.2	ASM1001476v2			Aenictocupidus jacobsonorum
GCA_018248935.1	SRR7174424			Aeromachus stigmata shanda
GCA_963971205.1	ilAetCnic1.1			Aethes cnicana
GCA_018251295.1	SRR7174432			Aethilla lavochrea
GCF_024364675.1	icAetTumi1.1	NCBI Aethina tumida Annotation Release 101	2022-08-05	Aethina tumida
GCA_951799405.1	iiAgaFusc2.1			Agapetus fuscipes
GCA_028453745.1	AVIR_v2.2.0			Agapostemon virescens
GCA_018245935.1	SRR9330668			Agara belti belti
GCA_018245295.1	SRR9330387			Agara epimachia
GCA_018245675.1	SRR9330717			Agara michaeli
GCA_018251895.1	SRR7174357			Agathymus mariae mariae
GCA_950111635.2	icAgeAlni6.2			Agelastica alni
GCA_963924505.1	ilAgoAlst2.1			Agonopterix alstromeriana
GCA_927399405.1	ilAgoAren1.1			Agonopterix arenella
GCA_963693445.1	ilAgoHera1.1			Agonopterix heracliana
GCA_922987775.1	ilAgoSubp1.1			Agonopterix subpropinquella
GCA_947534325.1	icAgoFuli1.1			Agonum fuliginosum
GCA_022606485.1	ASM2260648v1			Agraylea sexmaculata
GCA_963921985.1	icAgrBigu1.1			Agrilus biguttatus
GCA_947389935.1	icAgrCyan1.1			Agrilus cyanescens
GCA_029378335.1	ASM2937833v1			Agrilus mali
GCF_000699045.2	Apla_2.0	NCBI Agrilus planipennis Annotation Release 101	2018-07-26	Agrilus planipennis
GCA_914767915.1	ilAgrAura1.1			Agriopis aurantiaria
GCA_949125355.1	ilAgrLeuc1.1			Agriopis leucophaearia
GCA_932305915.1	ilAgrMarg1.1			Agriopis marginaria
GCA_940337035.1	PGI_AGRIOTES_LIN_V1			Agriotes lineatus
GCA_943789525.1	ilAgrGeni1.1			Agriphila geniculea
GCA_964059425.1	ilAgrInqu1.1			Agriphila inquinatella
GCA_950108535.1	ilAgrStra1.1			Agriphila straminella
GCA_928269145.1	ilAgrTris1.1			Agriphila tristella
GCA_914767755.1	ilAgrCirc1.1			Agrochola circellaris
GCA_949152395.1	ilAgrLitu1.1			Agrochola litura
GCA_947364205.1	ilAgrLota1.1			Agrochola lota
GCA_963680765.1	ilAgrLych1.1			Agrochola lychnidis
GCA_916701695.1	ilAgrMaci1.1			Agrochola macilenta
GCA_954870645.1	ilAgrClav1.1			Agrotis clavis
GCA_950005045.1	ilAgrExcl1.1			Agrotis exclamationis
GCA_028554685.1	CAAS-Ai			Agrotis ipsilon
GCA_943136025.2	ilAgrPuta1.2			Agrotis puta
GCA_036375495.1	ASM3637549v1			Agrotis segetum
GCA_016648135.1	BYU_agryp_1.0			Agrypnia vestita
GCA_929113105.1	icAgrMuri1.1			Agrypnus murinus
GCA_018230925.1	SRR12057672			Agyllia agylla
GCA_018231025.1	SRR12057673			Agyllia kituina
GCA_009852465.2	ASM985246v2			Alaus oculatus
GCA_949125135.1	ilAlcRepa2.1			Alcis repandata
GCA_963921955.1	iyAleAlte1.1			Aleiodes alternator
GCA_963942555.1	iyAleLepo1.1			Aleiodes leptofemur
GCA_018902275.1	ASM1890227v1			Aleiodes sp. PSUC_FEM 10030003
GCA_963565655.1	iyAleTest2.1			Aleiodes testaceus
GCA_003054995.1	ASM305499v1			Aleochara bilineata
GCA_963978815.1	icAleCurt1.1			Aleochara curtula
GCA_030264555.1	Caltech_Ale_1.0			Aleochara sp. GC000083
GCA_018249475.1	SRR7174364			Alera haworthiana
GCA_018248115.1	SRR8954514			Allancastria cerisyi ferdinandi
GCA_932294325.1	ilAllOxya1.1			Allophyes oxyacanthae
GCA_946863875.1	iyAllPice1.1			Alloplasta piceator
GCA_963675035.1	ihAllMode1.1			Allygus modestus
GCA_946251855.1	ilAlsAesc1.1			Alsophila aescularia
GCA_964028335.1	icAltLyth1.1			Altica lythri
GCA_964059475.1	ilAluHexa2.1			Alucita hexadactyla
GCA_018250175.1	SRR7174557			Alychna victa
GCA_963575735.1	iyAmbFusc1.1			Amblyjoppa fuscipennis
GCA_963922035.1	iyAmbProt1.1			Amblyjoppa proteus
GCA_933228735.2	iyAmbArma2.2			Amblyteles armatorius
GCA_963989295.1	iyAmeEqui1.1			Ametastegia equiseti
GCA_037040105.1	ASM3704010v1			Amiota albilabris
GCA_037043315.1	ASM3704331v1			Amiota communis
GCA_035041805.1	ASM3504180v1			Amiota mariae
GCA_037043295.1	ASM3704329v1			Amiota minor
GCA_022817785.1	ASM2281778v1			Amitus sp. ZL-2020
GCA_949126905.1	ilAmoJugl1.1			Amorpha juglandis
GCA_032357855.1	ASM3235785v1			Amphibolips quercusostensackenii
GCA_963170755.1	icAmpSols1.1			Amphimallon solstitiale
GCA_001676325.1	ASM167632v1			Amphinemura sulcicollis
GCA_947508005.1	ilAmpLuce6.1			Amphipoea lucens
GCA_945859645.1	ilAmpOcul1.1			Amphipoea oculea
GCA_910594945.2	ilAmpBerb1.2			Amphipyra berbera
GCA_905220435.1	ilAmpTrag2.1			Amphipyra tragopoginis
GCA_033557545.1	ASM3355754v1			Amphistomus primonactus
GCA_018251355.1	SRR7174429			Ampittia dioscorides camertes
GCA_038496175.1	UCR_Acom_1.1			Ampulex compressa
GCF_032362555.1	ilAmyTran1.1	GCF_032362555.1-RS_2023_11	2023-11-08	Amyelois transitella
GCA_022575985.1	ASM2257598v1			Anagrus nilaparvatae
GCA_030522585.1	LBBE_Apseudococci_V1			Anagyrus pseudococci
GCA_949315895.1	ilAnaCroc1.1			Anania crocealis
GCA_950371115.1	ilAnaFusc1.1			Anania fuscalis
GCA_963576865.1	ilAnaHort2.1			Anania hortulata
GCA_947563765.1	ilAnaInnx2.1			Anarsia innoxiella
GCA_949128115.1	icAnaMacu3.1			Anaspis maculata
GCA_017163975.1	ASM1716397v1			Anastatus disparis
GCA_037575425.1	MU_AFraterculus_v1.prim			Anastrepha fraterculus
GCF_028408465.1	idAnaLude1.1	GCF_028408465.1-RS_2023_03	2023-03-07	Anastrepha ludens
GCF_027943255.1	idAnaObli1_1.0	GCF_027943255.1-RS_2023_03	2023-03-31	Anastrepha obliqua
GCA_018250755.1	SRR7174507			Anastrus sempiternus
GCA_030264675.1	Caltech_Anig_1.0			Anaulacaspis nigra
GCA_916049575.1	iyAncNigr1.1			Ancistrocerus nigricornis
GCA_960531205.1	iyAndBico1.1			Andrena bicolor
GCA_947577245.1	iyAndBuce1.1			Andrena bucephala
GCA_029448645.1	ASM2944864v1			Andrena camellia
GCA_963855975.1	iyAndChry1.1			Andrena chrysosceles
GCA_929108735.1	iyAndDors1.1			Andrena dorsata
GCA_963971345.1	iyAndFlav1.1			Andrena flavipes
GCA_946251845.1	iyAndFulv1.1			Andrena fulva
GCA_910592295.1	iyAndHaem1.1			Andrena haemorrhoa
GCA_944738655.2	iyAndHatt1.2			Andrena hattorfiana
GCA_963932335.1	iyAndMarg1.1			Andrena marginata
GCA_929113495.1	iyAndMinu1.1			Andrena minutula
GCA_963932275.1	iyAndPrae1.1			Andrena praecox
GCA_951215215.1	iyAndTrim1.1			Andrena trimmerana
GCA_932066315.1	P12404_102			Andricus coriarius
GCA_932195095.1	P14912_101_v2			Andricus curvator
GCA_011634705.1	ASM1163470v1			Andricus grossulariae
GCA_900474215.1	Andinfl			Andricus inflator
GCA_932074435.1	P12404_104			Andricus kollari
GCA_932074545.1	P12404_105			Andricus pictus
GCA_035222095.1	ASM3522209v1			Andricus quercuspetiolicola
GCA_932178445.1	P14912_102_v2			Andricus quercusramuli
GCA_932072015.1	P12404_103			Andricus quercustozae
GCA_022817765.1	ASM2281776v1			Aneuroscelio sp. ZL-2020
GCA_010014785.2	ASM1001478v2			Anisolabis maritima
GCA_018249655.1	SRR9330369			Anisynta dominula
GCA_951828415.1	idAnoPurm1.1			Anomoia purmunda
GCA_018902145.1	ASM1890214v1			Anoncus sp. PSUC_FEM 10030000
GCF_013758885.1	VT_AalbS3_pri_1.0	NCBI Anopheles albimanus Annotation Release 100	2020-08-17	Anopheles albimanus
GCF_943734665.1	idAnoAquaMG_Q_19	NCBI Anopheles aquasalis Annotation Release 100	2022-08-22	Anopheles aquasalis
GCF_016920715.1	AaraD3	NCBI Anopheles arabiensis Annotation Release 100	2021-03-23	Anopheles arabiensis
GCA_914969975.1	A.atroparvus_Infravec2_EBRE_hifiasm_n225_277Mb			Anopheles atroparvus
GCF_943735745.2	idAnoBellAS_SP24_06.2	GCF_943735745.2-RS_2023_07	2023-07-14	Anopheles bellator
GCA_007018985.1	Abwa2			Anopheles bwambae
GCA_000349165.1	Anop_chri_ACHKN1017_V1			Anopheles christyi
GCF_943734685.1	AcolN3	NCBI Anopheles coluzzii Annotation Release 101	2022-07-15	Anopheles coluzzii
GCF_943734705.1	idAnoCousDA_361_x.2	GCF_943734705.1-RS_2023_07	2023-07-18	Anopheles coustani
GCA_002091845.1	ASM209184v1			Anopheles cracens
GCF_943734635.1	idAnoCruzAS_RS32_06	GCF_943734635.1-RS_2023_02	2023-02-23	Anopheles cruzii
GCA_000473375.1	Anop_culi_species_A-37_1_V1			Anopheles culicifacies
GCF_943734745.1	idAnoDarlMG_H_01	NCBI Anopheles darlingi Annotation Release 100	2022-07-27	Anopheles darlingi
GCA_000349145.1	Anop_diru_WRAIR2_V1			Anopheles dirus
GCA_000349105.1	Anop_epir_epiroticus2_V1			Anopheles epiroticus
GCA_000473445.2	Anop_fara_FAR1_V2			Anopheles farauti
GCA_000956215.1	ASM95621v1			Anopheles farauti No. 4
GCA_008817895.1	ASM881789v1			Anopheles fontenillei
GCF_943734845.2	idAnoFuneDA-416_04	NCBI Anopheles funestus Annotation Release 100	2022-07-14	Anopheles funestus
GCA_016170035.1	AlikF1			Anopheles funestus-like sensu Spillings et al. (2009)
GCF_943734735.2	idAnoGambNW_F1_1	GCF_943734735.2-RS_2023_12	2023-12-16	Anopheles gambiae
GCA_000956275.1	ASM95627v1			Anopheles koliensis
GCA_016170015.1	AlonF1			Anopheles longipalpis
GCA_002091835.1	ASM209183v1			Anopheles maculatus
GCF_943734695.1	idAnoMacuDA_375_x	NCBI Anopheles maculipalpis Annotation Release 100	2022-08-09	Anopheles maculipalpis
GCF_943734725.1	idAnoMarsDA_429_01	GCF_943734725.1-RS_2023_02	2023-02-15	Anopheles marshallii
GCA_000473525.2	Anop_mela_CM1001059_A_V2			Anopheles melas
GCF_017562075.2	AmerM5.1	NCBI Anopheles merus Annotation Release 100	2021-06-01	Anopheles merus
GCA_000349025.1	Anop_mini_MINIMUS1_V1			Anopheles minimus
GCF_943734755.1	idAnoMoucSN_F20_07	GCF_943734755.1-RS_2023_02	2023-02-23	Anopheles moucheti
GCF_943737925.1	idAnoNiliSN_F5_01	GCF_943737925.1-RS_2023_02	2023-02-14	Anopheles nili
GCA_016254315.1	AparF1			Anopheles parensis
GCA_034621735.1	ASM3462173v1			Anopheles plumbeus
GCA_000956255.1	ASM95625v1			Anopheles punctulatus
GCA_000349065.1	Anop_quad_QUAD4_A_V1			Anopheles quadriannulatus
GCA_018908115.1	ArivF1			Anopheles rivulorum
GCA_000441895.2	AS2	Annotation submitted by Nanjing Medical University	2015-03-22	Anopheles sinensis
GCF_013141755.1	UCI_ANSTEP_V1.0	NCBI Anopheles stephensi Annotation Release 100	2020-09-03	Anopheles stephensi
GCA_016170025.1	Avan.F1			Anopheles vaneedeni
GCF_943734765.1	idAnoZiCoDA_A2_x.2	GCF_943734765.1-RS_2023_07	2023-07-20	Anopheles ziemanni
GCA_914767735.1	iyAnoNige1.1			Anoplius nigerrimus
GCA_028658765.1	UNIL_AgrR_1.0			Anoplolepis gracilipes
GCF_000390285.2	Agla_2.0	NCBI Anoplophora glabripennis Annotation Release 101	2018-01-04	Anoplophora glabripennis
GCA_945859665.1	ilAnoMund1.1			Anorthoa munda
GCA_035772565.1	ASM3577256v1			Antheraea assamensis
GCA_014332785.1	AM_v1.0			Antheraea mylitta
GCA_015888305.1	AP_1.0			Antheraea pernyi
GCA_036509395.1	ASM3650939v1			Antheraea yamamai
GCA_022405125.1	ASM2240512v1			Anthidium xuezhongi
GCA_905404175.1	ilAntCard3.1			Anthocharis cardamines
GCF_022605725.1	icAntGran1.3	NCBI Anthonomus grandis grandis Annotation Release 100	2022-08-24	Anthonomus grandis grandis
GCA_951804975.1	iyAntPlum1.1			Anthophora plumipes
GCA_022318365.1	SRR7174402			Anthoptus insignis
GCA_963971155.1	idAntAnth1.1			Anthrax anthrax
GCA_947579855.1	ilAntDeri1.1			Anticlea derivata
GCA_947359405.1	ilAntChix2.1			Antitype chi
GCA_951799955.1	ilApaAnce1.1			Apamea anceps
GCA_949629185.1	ilApaCren1.1			Apamea crenata
GCA_947507525.1	ilApaEpom1.1			Apamea epomidion
GCA_911387795.2	ilApaMono1.2			Apamea monoglypha
GCA_945859715.1	ilApaSord1.1			Apamea sordens
GCA_024757885.1	ASM2475788v1			Apantesis nais
GCA_934044485.1	ilApeSyri1.1			Apeira syringaria
GCA_003063805.1	AZXXQ			Aphaenogaster ashmeadi
GCA_003063835.1	AZXXR			Aphaenogaster floridana
GCA_003063765.1	AZXXP			Aphaenogaster fulva
GCA_003063725.1	AZXXO			Aphaenogaster miamiana
GCA_003063865.1	AZXXN			Aphaenogaster picea
GCA_003063815.1	AJDMW			Aphaenogaster rudis
GCA_020882685.1	ARS_Aatr_GLS1.0			Aphelinus atriplicis
GCA_020882725.1	ARS_Acer_aS1			Aphelinus certus
GCA_963966015.1	icAphObli1.1			Aphidecta obliterata
GCA_030523065.1	LBBE_Acolemani_V1			Aphidius colemani
GCA_015776835.1	Ae_genome_v2			Aphidius ervi
GCF_014905175.1	ASM1490517v1	NCBI Aphidius gifuensis Annotation Release 100	2021-09-24	Aphidius gifuensis
GCA_030463065.1	ASM3046306v1			Aphidoletes aphidimyza
GCA_009835225.1	LBME_Acra_1.0	Annotation submitted by Belarusian State University	2020-01-09	Aphis craccivora
GCA_009761285.1	PRSTRT_AglyBT1_v1	Annotation submitted by Puerto Rico Science, Technology and Research Trust	2019-12-17	Aphis glycines
GCF_020184175.1	ASM2018417v2	NCBI Aphis gossypii Annotation Release 101	2022-08-17	Aphis gossypii
GCA_963971325.1	icAphGran1.1			Aphodius granarius
GCA_032191705.1	ASM3219170v1			Aphodius immundus
GCA_963966075.1	icAphStic4.1			Aphodius sticticus
GCA_963513935.1	ihAphAlni3.1			Aphrophora alni
GCF_029169275.1	AcerK_1.0	GCF_029169275.1-RS_2023_12	2023-12-06	Apis cerana
GCF_000469605.1	Apis dorsata 1.3	NCBI Apis dorsata Annotation Release 101	2019-10-28	Apis dorsata
GCF_000184785.3	Aflo_1.1	NCBI Apis florea Annotation Release 102	2019-11-25	Apis florea
GCF_014066325.1	ASM1406632v1	NCBI Apis laboriosa Annotation Release 100	2021-09-24	Apis laboriosa
GCF_003254395.2	Amel_HAv3.1	NCBI Apis mellifera Annotation Release 104	2018-09-13	Apis mellifera
GCA_921293045.1	ilAplEffo1.1			Aplocera efformata
GCA_947579745.1	ilApoHisp1.1			Apocheima hispidaria
GCA_018906985.1	ASM1890698v1			Apocrypta bakeri
GCA_946406115.1	ilApoLima1.1			Apoda limacodes
GCA_018236005.1	SRR10158643			Apodemia ares
GCA_018236945.1	SRR10158641			Apodemia arnacis
GCA_018235905.1	SRR10158644			Apodemia chisosensis
GCA_018236965.1	SRR10158624			Apodemia duryi
GCA_022343005.1	SRR10158591			Apodemia hepburni
GCA_018237965.1	SRR10158558			Apodemia hypoglauca
GCA_018236045.1	SRR10158635			Apodemia mejicanus
GCA_036924255.1	ilApoMorm1.0.hap1			Apodemia mormo
GCA_018236985.1	SRR10158613			Apodemia multiplaga
GCA_018237385.1	SRR10158580			Apodemia murphyi
GCA_018235965.1	SRR10158645			Apodemia nais
GCA_022343025.1	SRR10158602			Apodemia palmerii
GCA_018235885.1	SRR10158646			Apodemia virgulti
GCA_018237765.1	SRR10158569			Apodemia walkeri
GCA_018236825.1	SRR10158642			Apodemia zela
GCA_911728435.2	icApoCory1.2			Apoderus coryli
GCA_009739505.2	ASM973950v2	Annotation submitted by Agricultural Genomics Institute at Shenzhen	2020-09-02	Apolygus lucorum
GCA_947044815.1	ilApoBist1.1			Apomyelois bistriatella
GCA_912999735.1	ilApoCrat1.1			Aporia crataegi
GCA_932294355.1	ilApoLuen1.1			Aporophyla lueneburgensis
GCA_947507805.1	ilApoNigr3.1			Aporophyla nigra
GCA_018245455.1	SRR9330371			Apostictopterus fuliginosus
GCA_932273695.1	ilApoBetu1.1			Apotomis betuletana
GCA_947623375.1	ilApoCapr1.1			Apotomis capreana
GCA_905147355.2	ilApoTurb1.2			Apotomis turbidana
GCA_949987775.1	ilAprTaen1.1			Aproaerema taeniolella
GCA_902196195.1	A_rufus_b1v02			Aptinothrips rufus
GCA_018237605.1	SRR9330768			Apyrrothrix (Melanopyge) sp. n. Burns01
GCA_018245815.1	SRR9330690			Apyrrothrix aesculapus
GCA_018239065.1	SRR9330771			Apyrrothrix araxes araxes
GCA_018239105.1	SRR9330764			Apyrrothrix arizonae
GCA_018245115.1	SRR9330692			Apyrrothrix chalybea chloris
GCA_018237565.1	SRR9330769			Apyrrothrix hoffmanni
GCA_018245845.1	SRR9330693			Apyrrothrix hygieia
GCA_018237585.1	SRR9330773			Apyrrothrix maculosa
GCA_018237525.1	SRR9330772			Apyrrothrix sangaris
GCA_035610365.1	HAU_Aqlei_1.0	Annotation submitted by Huazhong Agricultural University	2024-01-12	Aquatica leii
GCA_022817685.1	ASM2281768v1			Aradophagus sp. ZL-2020
GCA_963662175.1	ihAraDepr1.1			Aradus depressus
GCA_022817725.1	ASM2281772v1			Archaeoteleia sp. ZL-2020
GCA_947859365.1	ilArcCraa1.1			Archips crataeganus
GCA_947563465.1	ilArcXylo1.1			Archips xylosteana
GCA_018248195.1	SRR8954513			Archon apollinus
GCA_902825455.1	iArcPla.TrioY.curated.20190705	Annotation submitted by CAM	2020-04-17	Arctia plantaginis
GCA_029955255.1	ASM2995525v1			Arctopsyche grandis
GCA_018249555.1	SRR9330694			Ardaris aerata
GCA_018246835.1	SRR9330695			Ardaris eximia
GCA_018244935.1	SRR9330680			Ardaris minthe
GCA_018244955.1	SRR9330681			Ardaris pityusa
GCA_018244875.1	SRR9330689			Ardaris sela periphema
GCA_963969455.1	iyArgPaga1.1			Arge pagana
GCA_033884665.1	Smor.assembly.v1.0			Argynnis bischoffii washingtonia
GCA_963942445.1	idArgLeuc1.1			Argyra leucocephala
GCA_963457715.1	ilArgAlbi2.1			Argyresthia albistria
GCA_949825045.1	ilArgGoed1.1			Argyresthia goedartella
GCF_905147365.1	ilAriAges1.1	NCBI Aricia agestis Annotation Release 100	2021-06-24	Aricia agestis
GCA_937612035.1	ilAriArta2.1			Aricia artaxerxes
GCA_037127475.1	ASM3712747v1			Arma custos
GCF_024139115.2	GZ_Asu_2	GCF_024139115.2-RS_2024_02	2024-02-01	Armigeres subalbatus
GCA_029963805.1	MPICE_AMO_1	Annotation submitted by Max Planck Institute for Chemical Ecology	2023-05-10	Aromia moschata
GCA_018247755.1	SRR7174564			Arteurotia tractipennis tractipennis
GCA_018249125.1	SRR7174410			Asbolis capucinus
GCA_004193795.1	BDFB_1.0	Annotation submitted by Wright State University	2019-02-13	Asbolus verrucosus
GCA_026005395.1	Asobarajaponica_1.0			Asobara japonica
GCA_963576565.1	icAspAene1.1			Aspidapion aeneum
GCA_035079395.1	AsDes_1.0			Aspidiotus destructor
GCA_035079385.1	AsRig_1.0			Aspidiotus rigidus
GCA_018247295.1	SRR9330673			Aspitha agenoria agenoria
GCA_018246895.1	SRR9330671			Aspitha aspitha aspitha
GCA_018244915.1	SRR9330670			Aspitha bassleri
GCA_949699075.1	ilAstSphi1.1			Asteroscopus sphinx
GCA_018251455.1	SRR7174401			Astictopterus jama jama
GCA_018252015.1	SRR7174348			Astraptes brevicauda
GCA_018250335.1	SRR7174545			Astraptes enotrus
GCA_018250695.1	SRR7174510			Astraptes hopfferi
GCA_018250675.1	SRR7174513			Astraptes naxos
GCA_018250735.1	SRR7174512			Astraptes talus
GCA_018252395.1	SRR7174338			Atarnes sallei
GCA_905333075.3	ilAteCent1.3			Atethmia centrago
GCA_963978495.1	iyAthCirc1.1			Athalia circularis
GCA_963932425.1	iyAthCord1.1			Athalia cordata
GCF_917208135.1	iyAthRosa1.1	NCBI Athalia rosae Annotation Release 103	2022-06-08	Athalia rosae
GCA_958298945.2	idAthIbis2.2			Atherix ibis
GCA_030264155.1	Caltech_Apas_1.0			Atheta pasadenae
GCA_033675125.1	ASM3367512v1			Athetis lepigone
GCA_947532105.1	ilAthMouf1.1			Athrips mouffetella
GCA_947579605.1	iiAthCine2.1			Athripsodes cinereus
GCA_022113835.1	ASM2211383v1			Atopsyche davidsoni
GCA_018249035.1	SRR7174423			Atrytonopsis hianna hianna
GCF_000143395.1	Attacep1.0	NCBI Atta cephalotes Annotation Release 100	2015-04-01	Atta cephalotes
GCA_000143395.3	Attacep1.0			Atta cephalotes
GCF_001594045.1	Acol1.0	NCBI Atta colombica Annotation Release 100	2016-09-16	Atta colombica
GCA_004480015.1	UT_Atex_0.2			Atta texana
GCA_022318245.1	SRR7174558			Augiades crinisus
GCA_028453695.1	APUR_v2.2.0			Augochlora pura
GCA_028455555.1	AAUR_v2.2.0			Augochlorella aurata
GCA_008528875.1	ASM852887v1			Aulacorthum solani
GCA_018248755.1	SRR7174457			Aurina azines
GCA_018248635.1	SRR7174460			Aurina dida
GCA_018245275.1	SRR9330394			Aurivittia aurivittata
GCA_018251495.1	SRR7174389			Autochton cellus
GCA_018251535.1	SRR7174387			Autochton itylus
GCA_018249355.1	SRR7174398			Autochton longipennis
GCA_018250395.1	SRR7174542			Autochton potrillo potrillo
GCA_018251715.1	SRR7174395			Autochton pseudocellus
GCA_018249295.1	SRR7174388			Autochton reflexus
GCA_018249315.1	SRR7174397			Autochton zarex
GCA_905146925.1	ilAutGamm1.1			Autographa gamma
GCA_905475315.1	ilAutPulc1.1			Autographa pulchrina
GCA_036320925.1	FLMNH_Aio_1.0			Automeris io
GCA_022817665.1	ASM2281766v1			Axea sp. ZL-2020
GCA_018245255.1	SRR9330385			Azonax typhaon
GCA_951217065.1	idBacElon1.1			Baccha elongata
GCF_032445375.1	Brsri_v3	GCF_032445375.1-RS_2024_02	2024-02-23	Bacillus rossius redtenbacheri
GCA_024516035.1	ASM2451603v1			Bactericera cockerelli
GCA_027475135.1	ASM2747513v1			Bactrocera correcta
GCF_023373825.1	ASM2337382v1	NCBI Bactrocera dorsalis Annotation Release 103	2022-06-23	Bactrocera dorsalis
GCF_001853355.1	ASM185335v1	NCBI Bactrocera latifrons Annotation Release 100	2016-10-28	Bactrocera latifrons
GCA_021498325.1	ASM2149832v1			Bactrocera minax
GCF_024586455.1	APGP_CSIRO_Bneo_wtdbg2-racon-allhic-juicebox.fasta_v2	NCBI Bactrocera neohumeralis Annotation Release 100	2022-08-30	Bactrocera neohumeralis
GCF_001188975.3	MU_Boleae_v2	NCBI Bactrocera oleae Annotation Release 101	2020-09-15	Bactrocera oleae
GCF_016617805.1	CSIRO_BtryS06_freeze2	NCBI Bactrocera tryoni Annotation Release 100	2021-03-16	Bactrocera tryoni
GCA_037783105.1	ASM3778310v1			Bactrocera zonata
GCA_018237305.1	SRR10158581			Baeotis zonata zonata
GCA_001676355.1	B_61.contig			Baetis rhodani
GCA_959613365.1	ihBalDimi2.1			Balanococcus diminutus
GCA_018247395.1	SRR9330393			Barca bicolor
GCA_031353405.1	ASM3135340v1			Baronia brevicornis
GCA_022817705.1	ASM2281770v1			Baryconus sp. ZL-2020
GCA_963991005.1	icBarPell3.1			Barypeithes pellucidus
GCA_018248135.1	SRR8954510			Battus belus
GCA_028537555.1	ilBatPhil1.0.hap1			Battus philenor
GCA_963576735.1	ilBedSomn2.1			Bedellia somnulentella
GCA_018237425.1	SRR10158566			Befrostia elegia
GCA_018237785.1	SRR10158567			Befrostia lalannei
GCA_000775305.1	ASM77530v1			Belgica antarctica
GCA_950370525.1	idBelBaye1.1			Bellardia bayeri
GCA_916048285.2	idBelPand1.2			Bellardia pandia
GCF_010883055.1	B_treatae_v1	NCBI Belonocnema kinseyi Updated Annotation Release 100.20220217	2022-02-17	Belonocnema kinseyi
GCA_910589475.2	ilBemIchn1.2			Bembecia ichneumoniformis
