Assembly Accession	Assembly Name	Annotation Name	Annotation Release Date	Organism Name
GCF_001876935.1	Aspof.V1	NCBI Asparagus officinalis Annotation Release 100	2017-02-24	Asparagus officinalis
GCA_037177215.1	ASM3717721v1			Asparagus racemosus
GCA_012295165.1	ASM1229516v1			Asparagus setaceus
GCA_963573325.1	drAstGlyc1.1			Astragalus glycyphyllos
GCA_039519185.1	ASM3951918v1			Astragalus membranaceus
GCA_030444775.1	ASM3044477v1			Atalantia buxifolia
GCA_900406295.1	Alyssum saxatile			Aurinia saxatilis
GCA_910589765.1	Avena_atlantica_CC7277_v1_assembly			Avena atlantica
GCA_910589775.1	Avena_eriantha_BYU132_v1_assembly			Avena eriantha
GCA_023614405.1	ASM2361440v1			Avena insularis
GCA_030063025.1	ASM3006302v1			Avena longiglumis
GCA_916181665.1	Oat OT3098 v2			Avena sativa
GCA_019155195.1	amgenome_v1.0			Avicennia marina
GCA_022749755.1	ASM2274975v1			Azadirachta indica
GCA_949630135.1	SAMN08770980-DRAFT-NextGenCassava-1.0			Balakata baccata
GCA_947034835.1	daBalNigr1.1			Ballota nigra
GCA_963667165.1	ddBarVulg1.1			Barbarea vulgaris
GCA_008642245.1	CSU_KoSco_1.0			Bassia scoparia
GCA_022379115.2	ASM2237911v2	Annotation submitted by Sun Yat-sen University	2022-06-07	Bauhinia variegata
GCA_003255005.1	ASM325500v1			Begonia fuchsioides
GCA_022433065.1	ASM2243306v1			Begonia loranthoides
GCA_022432975.1	ASM2243297v1			Begonia masoniana
GCA_022433055.1	ASM2243305v1			Begonia peltatifolia
GCF_009727055.1	ASM972705v1	NCBI Benincasa hispida Annotation Release 100	2021-01-12	Benincasa hispida
GCA_003290165.1	B.thun_GenomeAssembly_v1			Berberis thunbergii
GCA_963556465.1	dmBerVulg1.1			Berberis vulgaris
GCA_947648045.1	BcorONT_v1.0			Beta corolliflora
GCA_947646795.1	BlomONT_v1.0			Beta lomatogona
GCA_947644855.1	Bmrh_v1.0			Beta macrorhiza
GCF_026745355.1	EL10.2	GCF_026745355.1-RS_2023_06	2023-06-07	Beta vulgaris subsp. vulgaris
GCA_900184695.1	Bpev01			Betula pendula
GCA_037074585.1	ASM3707458v1			Biancaea sappan
GCA_021521415.1	B.hawaiensis_p1.0			Bidens hawaiensis
GCA_900406285.1	ASM90040628v1			Biscutella auriculata
GCA_900406315.1	Biscutella longifolia			Biscutella laevigata subsp. laevigata
GCA_022495875.1	ASM2249587v1			Bletilla sinensis
GCA_948193215.1	Bc-Montgomery20090461A-DRAFT-NextGenCassava-1.0			Bocquillonia castaneifolia
GCA_026770425.1	BoeM4B			Boechera divaricarpa
GCA_900406335.1	ASM90040633v1			Boechera puberula
GCA_015832515.1	SPBU_Bret_1.0			Boechera retrofracta
GCA_018361395.1	NTU_Bstr_SAD12_2.2			Boechera stricta
GCA_018132145.1	ASM1813214v1			Boehmeria nivea var. tenacissima
GCA_024364735.1	CEBAR_Bro_1.0			Boesenbergia rotunda
GCA_037678475.1	CAF_haisanleng_1.0			Bolboschoenoplectus mariqueter
GCA_031770325.1	CAF_BolPas_1.0			Bolboschoenus planiculmis
GCA_036346245.1	KIB_Bamp_2			Bonia amplexicaulis
GCA_013180625.2	ASM1318062v2			Boswellia sacra
GCA_023333625.1	ASM2333362v1			Bothriochloa decipiens
GCF_000005505.3	Brachypodium_distachyon_v3.0	NCBI Brachypodium distachyon Annotation Release 103	2018-03-16	Brachypodium distachyon
GCA_021901955.1	ASM2190195v1			Brassica balearica
GCA_016771965.1	ASM1677196v1	Annotation submitted by North China University of Science and Technology	2021-01-29	Brassica carinata
GCA_003260655.2	B_cretica_A_v2	Annotation submitted by University of Exeter	2020-03-24	Brassica cretica
GCA_945779075.1	brassica_incana.om			Brassica incana
GCA_018703725.1	ASM1870372v1			Brassica juncea
GCF_020379485.1	Da-Ae	NCBI Brassica napus Annotation Release 102	2022-06-04	Brassica napus
GCA_016432835.1	Bnig_sang_1.1			Brassica nigra
GCF_000695525.1	BOL	NCBI Brassica oleracea Annotation Release 100	2015-08-20	Brassica oleracea var. oleracea
GCF_000309985.2	CAAS_Brap_v3.01	NCBI Brassica rapa Updated Annotation Release 103.20201202	2020-12-02	Brassica rapa
GCA_019776045.1	xB_Genome.1.0			Brassica rapa x Raphanus sativus
GCA_023935145.1	ASM2393514v1			Bretschneidera sinensis
GCA_948193385.1	Bn-NYBG957-2003C-DRAFT-NextGenCassava-1.0			Breynia disticha f. nivosa
GCA_950022295.1	lpBroSter1.1			Bromus sterilis
GCA_023213415.1	ASM2321341v1			Bruguiera cylindrica
GCA_020883675.1	ASM2088367v1			Bruguiera gymnorhiza
GCA_023213295.1	BH-2021.mat			Bruguiera hainesii
GCA_019804595.1	ASM1980459v1			Bruguiera parviflora
GCA_020141445.1	ASM2014144v1			Bruguiera sexangula
GCA_019426215.1	BAv1.1	Annotation submitted by Ori-Gene Co. Ltd.	2021-07-30	Buddleja alternifolia
GCA_026225755.1	INECOL_Bbip_1.0			Bursera bipinnata
GCA_026212285.1	INECOL_Bcun_1.0			Bursera cuneata
GCA_026225775.1	INECOL_Bpal_1.0			Bursera palmeri
GCA_947561395.2	drBuxSemp1.2			Buxus sempervirens
GCF_000340665.2	C.cajan_V1.1	NCBI Cajanus cajan Annotation Release 101	2019-05-23	Cajanus cajan
GCA_900491605.1	Calamus_simplicifolius			Calamus simplicifolius
GCA_963853835.1	daCalOffi1.1			Calendula officinalis
GCA_036898065.1	ASM3689806v1			California macrophylla
GCA_964145215.1	ddCalVulg4.hap2.1			Calluna vulgaris
GCA_037113605.1	CS_V1			Calophaca sinica
GCA_004801955.1	ASM480195v1			Calotropis procera
GCA_023657505.1	ASM2365750v1			Camelina hispida
GCA_024034495.1	ASM2403449v1			Camelina laxa
GCA_023864065.1	ASM2386406v1			Camelina neglecta
GCF_000633955.1	Cs	NCBI Camelina sativa Annotation Release 101	2016-11-10	Camelina sativa
GCA_039905865.1	ASM3990586v1			Camellia crapnelliana
GCA_036172215.1	CUHK_Cgra_2.1			Camellia granthamiana
GCA_030407325.1	ASM3040732v1			Camellia japonica
GCA_025200525.1	XYYC_v1.0	Annotation submitted by Central South University of Forestry and Technology	2022-09-14	Camellia lanceoleosa
GCA_022316695.1	ASM2231669v1			Camellia oleifera
GCF_004153795.1	AHAU_CSS_1	NCBI Camellia sinensis Annotation Release 100	2019-02-26	Camellia sinensis
GCA_004153795.2	AHAU_CSS_2	Annotation submitted by Anhui Agricultural University	2019-04-21	Camellia sinensis var. sinensis
GCA_026119855.1	ASM2611985v1			Campanula takesimana
GCA_020975935.1	ASM2097593v1			Campomanesia xanthocarpa
GCA_026541065.1	ASM2654106v1			Canavalia ensiformis
GCA_037954105.1	Cgla_1	Annotation submitted by Agricultural Genomics Institute at Shenzhen	2024-04-04	Canavalia gladiata
GCA_034359265.1	ASM3435926v1	Annotation submitted by Guizhou University	2023-12-13	Canna indica
GCF_029168945.1	ASM2916894v1	GCF_029168945.1-RS_2023_11	2023-11-16	Cannabis sativa
GCA_036452645.1	ASM3645264v1			Capsella bursa-pastoris
GCA_040086895.1	UAZ_Capgrnd_2			Capsella grandiflora
GCF_000375325.1	Caprub1_0	NCBI Capsella rubella Annotation Release 100	2018-01-31	Capsella rubella
GCF_002878395.1	UCD10Xv1.1	NCBI Capsicum annuum Annotation Release 101	2022-03-14	Capsicum annuum
GCA_030864225.1	ASM3086422v1			Capsicum baccatum var. pendulum
GCA_026120095.1	Arnaucho_INIA			Capsicum chinense
GCA_030864215.1	ASM3086421v1			Capsicum pubescens
GCA_031232105.1	ASM3123210v1			Capsicum rhomboideum
GCA_021464245.1	ASM2146424v1			Carallia brachiata
GCA_037832335.1	SYSU_Capect			Carallia pectinifolia
GCA_963922655.1	genome_assembly			Cardamine chenopodiifolia
GCA_963555745.1	ddCarFlex1.1			Cardamine flexuosa
GCA_028015245.1	CEMPS_Cocculta_1.0			Cardamine occulta
GCA_014578085.1	Cresedifolia_CH_v1			Cardamine resedifolia
GCA_031304145.1	ASM3130414v1			Cardiospermum halicacabum
GCA_964058765.1	lpCarAren1.1			Carex arenaria
GCA_024447775.1	MSU_CaCris_1.0			Carex cristatella
GCA_964058785.1	lpCarDivu1.1			Carex divulsa
GCA_025461125.1	ASM2546112v1			Carex kokanica
GCA_011114355.1	ASM1111435v1	Annotation submitted by Tibet Academy of Agricultural and Animal Sciences	2020-03-17	Carex littledalei
GCA_028015225.1	CAF_CaMyos_1.0			Carex myosuroides
GCA_025461045.1	ASM2546104v1			Carex parvula
GCA_964058885.1	lpCarPend1.1			Carex pendula
GCA_033356055.1	Capu_genome			Carex pumila
GCA_964058835.1	lpCarRost1.1			Carex rostrata
GCA_024447655.1	MSU_CaScop_1.0			Carex scoparia
GCA_964058815.1	lpCarSylv1.1			Carex sylvatica
GCF_000150535.2	Papaya1.0	NCBI Carica papaya Annotation Release 100	2017-08-03	Carica papaya
GCA_029747015.1	UA_SGP5p_2	Annotation submitted by The University of Arizona	2023-04-17	Carnegiea gigantea
GCA_006937295.1	ASM693729v1	Annotation submitted by Lanzhou University	2019-10-28	Carpinus fangiana
GCA_013348765.1	ASM1334876v1			Carpinus viminea
GCA_001633085.1	Safflower1			Carthamus tinctorius
GCA_011037825.1	ASM1103782v1			Carya cathayensis
GCF_018687715.1	C.illinoinensisPawnee_v1	NCBI Carya illinoinensis Annotation Release 100	2021-08-13	Carya illinoinensis
GCA_004918865.1	Cbr_v1.0			Caryocar brasiliense
GCA_028749325.2	ASM2874932v2			Caryopteris x clandonensis
GCA_020976635.1	NIFoS_Ccrenata_1.0			Castanea crenata
GCA_014183005.1	ASM1418300v1			Castanea mollissima
GCA_032878915.1	ASM3287891v1			Castanopsis chinensis
GCA_019955255.1	CAUS_2016PP			Castanospermum australe
GCA_028551485.1	ASM2855148v1			Casuarina cunninghamiana
GCA_028551475.1	ASM2855147v1			Casuarina equisetifolia
GCA_028551395.1	ASM2855139v1			Casuarina glauca
GCA_028651295.1	ASM2865129v1			Catharanthus roseus
GCA_035584115.1	ASM3558411v1			Cedrela odorata
GCA_947561735.1	pearl_millet_23DB_ONT_assembly			Cenchrus americanus
GCA_036936925.1	ASM3693692v1			Cenchrus fungigraminus
GCA_022644695.1	ASM2264469v1			Cenchrus purpureus
GCA_030169165.1	ASM3016916v1	Annotation submitted by UAEEB-DL	2023-06-06	Centaurea solstitialis
GCA_014636745.2	ASM1463674v2			Centella asiatica
GCA_020465985.1	ASM2046598v1			Centrapalus pauciflorus
GCA_001972305.1	Cfol_1.0	Annotation submitted by National Institute for Basic Biology	2017-06-12	Cephalotus follicularis
GCA_034509205.1	ASM3450920v1			Ceratonia siliqua
GCA_003255065.1	ASM325506v1			Cercis canadensis
GCA_024363205.1	ASM2436320v1			Cereus fernambucensis
GCA_020615895.1	ASM2061589v1			Ceriops decandra
GCA_021533255.1	ASM2153325v1			Ceriops tagal
GCA_037897445.1	SYSU_Cezipp			Ceriops zippeliana
GCA_003254925.1	ASM325492v1			Chamaecrista fasciculata
GCA_946814005.1	drChaAngu1.1			Chamaenerion angustifolium
GCA_948465745.1	dcCheAlbu1.1			Chenopodium album
GCA_034703905.1	C.berlandieri_1.0			Chenopodium berlandieri
GCA_024500155.1	ASM2450015v1			Chenopodium formosanum
GCA_001687005.1	ASM168700v1			Chenopodium pallidicaule
GCF_001683475.1	ASM168347v1	NCBI Chenopodium quinoa Annotation Release 100	2017-07-17	Chenopodium quinoa
GCA_001687025.1	ASM168702v1			Chenopodium suecicum
GCA_022113865.1	ASM2211386v1			Chimonanthus praecox
GCA_013350335.1	ASM1335033v1			Chimonanthus salicifolius
GCA_947650365.1	Cjaponica_Koshiki_v1.0			Chionographis japonica
GCA_021018995.1	ASM2101899v1			Chloranthus sessilifolius
GCA_031894775.1	ASM3189477v1			Chloris gayana
GCA_025212335.1	ASM2521233v1			Chlorophytum comosum
GCA_022545495.1	ASM2254549v1			Chrysanthemum lavandulifolium
GCA_910596185.1	chrysanthemum makinoi genome sequence			Chrysanthemum makinoi
GCA_019973895.1	CsGojo-0_v1			Chrysanthemum seticuspe
GCA_015844335.1	Cs-A1013-Draft-PanAnd-1.0			Chrysopogon serrulatus
GCF_000331145.1	ASM33114v1	NCBI Cicer arietinum Annotation Release 102	2018-12-03	Cicer arietinum
GCA_037974875.1	ASM3797487v1			Cicer bijugum
GCA_037974735.1	ASM3797473v1			Cicer chorassanicum
GCA_037974295.1	ASM3797429v1			Cicer cuneatum
GCA_002896215.2	S2Drd065_v0.5			Cicer echinospermum
GCA_037974835.1	ASM3797483v1			Cicer judaicum
GCA_037974775.1	ASM3797477v1			Cicer pinnatifidum
GCA_002896235.1	Besev079_v0.3			Cicer reticulatum
GCA_037974755.1	ASM3797475v1			Cicer yamashitae
GCA_023525715.1	ASM2352571v1	Annotation submitted by Agricultural Genomics Institute at Shenzhen, Chinese Academy of Agricultural Sciences	2022-05-24	Cichorium intybus
GCA_025175665.1	Cinchona_pubescens_v1.0			Cinchona pubescens
GCA_038049695.1	ASM3804969v1			Cinnamomum chago
GCA_003546025.1	ASBRC_Ckan_1.0	Annotation submitted by Academia Sinica	2019-01-15	Cinnamomum micranthum f. kanehirae
GCA_002878655.1	ASM287865v1			Cissus quadrangularis
GCA_030449925.1	ASM3044992v1			Citropsis articulata
GCA_033088355.1	RDA_CamP2_1.0			Citrullus amarus
GCA_031780015.1	CicoloPI537277_v1			Citrullus colocynthis
GCA_029034555.1	KOR. cv.242-1			Citrullus lanatus
GCA_030954485.1	USVL531_CMuc_1.0			Citrullus lanatus subsp. mucosospermus
GCA_029618585.1	ASM2961858v1			Citrus australasica
GCA_030448935.1	ASM3044893v1			Citrus cavaleriei
GCA_037179405.1	UCR_Fairchild_v1.0			Citrus clementina x Citrus x tangelo
GCA_029633175.1	ASM2963317v1			Citrus glauca
GCA_004802465.1	ASM480246v1			Citrus hindsii
GCA_030448925.1	ASM3044892v1			Citrus hongheensis
GCA_029721495.1	ASM2972149v1			Citrus inodora
GCA_033242425.1	ASM3324242v1			Citrus kinokuni
GCA_030449895.1	ASM3044989v1			Citrus mangshanensis
GCA_029641205.1	ASM2964120v1			Citrus maxima
GCA_002013955.2	C_medica_denovo_2			Citrus medica
GCA_033242485.1	ASM3324248v1			Citrus nobilis
GCA_036169575.1	PB533_SCSK_HAP2			Citrus reticulata
GCF_022201045.2	DVS_A1.0	NCBI Citrus sinensis Annotation Release 103	2022-12-05	Citrus sinensis
GCA_030444885.1	ASM3044488v1			Citrus sp. QX-2021
GCA_018350135.1	ASM1835013v1			Citrus trifoliata
GCA_033242345.1	ASM3324234v1			Citrus unshiu
GCA_039657385.1	ASM3965738v1	Annotation submitted by Zhejiang University	2024-05-17	Citrus x changshan-huyou
GCF_000493195.1	Citrus_clementina_v1.0	NCBI Citrus clementina Annotation Release 100	2018-02-22	Citrus x clementina
GCA_034663535.1	C.limon_PB_Hap2			Citrus x limon
GCA_001929425.1	WD23_11_assembly_v1			Citrus x paradisi x Citrus trifoliata
GCA_036873135.1	UMN_ClXant_1.0			Clarkia xantiana subsp. parviflora
GCA_030449835.1	ASM3044983v1			Clausena lansium
GCA_040182965.1	ASM4018296v1			Clitoria ternatea
GCA_040143745.1	ASM4014374v1			Cnidium monnieri
GCA_947687595.1	Ca-MOBOT1996-3422-1-DRAFT-NextGenCassava-1.0			Cnidoscolus aconitifolius
GCA_948266635.1	Ch-NYBG916-92A-DRAFT-NextGenCassava-1.0			Cnidoscolus chayamansa
GCA_963556525.1	C_excelsa_V5			Cochlearia excelsa
GCA_900406305.1	ASM90040630v1			Cochlearia officinalis
GCA_006176705.1	UPLB_dcnu_1.0			Cocos nucifera
GCA_948294925.1	Cv-MOBOT2011-1101-5-DRAFT-NextGenCassava-1.0			Codiaeum variegatum
GCA_013146195.2	Bonnet_bellflower_draft_genome_2.0			Codonopsis lanceolata
GCF_003713225.1	Cara_1.0	NCBI Coffea arabica Annotation Release 100	2018-11-26	Coffea arabica
GCA_036785865.1	ASM3678586v1			Coffea canephora
GCF_003713205.1	Ceug_1.0	NCBI Coffea eugenioides Annotation Release 100	2018-12-05	Coffea eugenioides
GCA_023065735.1	IRD_Cohum_1.0			Coffea humblotiana
GCA_009725075.1	ASM972507v1			Coix aquatica
GCA_009763385.1	ASM976338v1			Coix lacryma-jobi var. lacryma-jobi
GCA_014218235.1	Taro_JAAS_v1.0			Colocasia esculenta
GCA_951800085.1	drComPalu1.1			Comarum palustre
GCA_024138025.1	Combretum micranthum_SMRT			Combretum micranthum
GCA_900108845.1	Conringia_planisiliqua.v1			Conringia planisiliqua
